Reaction,Comp2GPR rules,yeast9 rules,Exact Match
r_1094,YGR194C,YGR194C,True
r_1095,YFL001W or YGL063W or YNL292W or YPL212C,YFL001W or YGL063W or YNL292W or YPL212C,True
r_1096,YNL065W or YKL217W,YNL065W or YKL217W,True
r_1097,,,True
r_1098,,,True
r_1099,YOR222W or YPL134C,YOR222W or YPL134C,True
r_1100,,,True
r_1101,YDL210W or YOR348C,YDL210W or YOR348C,True
r_1102,YDL210W,YDL210W,True
r_1103,,,True
r_1104,YNR056C,YNR056C,True
r_1106,YCR010C,YCR010C,True
r_1107,,,True
r_1108,YER056C or YER060W or YER060W-A,YER056C or YER060W or YER060W-A,True
r_1109,YAL022C,YAL022C,True
r_1110,YBL030C or YBR085W or YMR056C,YBL030C or YBR085W or YMR056C,True
r_1111,YPR128C,YPR128C,True
r_1112,YMR241W,YMR241W,True
r_1113,YJR152W,YJR152W,True
r_1114,YIR028W,YIR028W,True
r_1115,YNL142W or (YGR121C and YNL142W and YPR138C) or (YGR121C and YPR138C) or YDR384C,YDR384C or YGR121C or YNL142W or YPR138C,False
r_1116,YPR128C,YPR128C,True
r_1118,YPR021C,YPR021C,True
r_1119,YGR065C,YGR065C,True
r_1120,YOR100C,YOR100C,True
r_1121,,,True
r_1122,,,True
r_1123,,,True
r_1124,,,True
r_1125,YGL077C,YGL077C,True
r_1126,YBR291C,YBR291C,True
r_1127,YBR291C,YBR291C,True
r_1128,YBR291C,YBR291C,True
r_1129,YHR002W,YHR002W,True
r_1130,YBR192W,YBR192W,True
r_1131,YBR192W,YBR192W,True
r_1132,YAL022C,YAL022C,True
r_1133,YER056C or YER060W or YER060W-A or YGL186C,YER056C or YER060W or YER060W-A or YGL186C,True
r_1134,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YMR011W or YNR072W or YOL156W,True
r_1135,YFL011W or YJL219W or YLR081W or YNL318C or YOL156W,YFL011W or YJL219W or YLR081W or YNL318C or YOL156W,True
r_1136,YKL217W,YKL217W,True
r_1137,,,True
r_1138,,,True
r_1139,YDL245C or YDR342C or YHR094C or YDR343C or YDR345C or YEL069C or YFL011W or YHR096C or YJL214W or YJL219W or YJR158W or YNR072W or YOL156W,YDL245C or YDR342C or YHR094C or YDR343C or YDR345C or YEL069C or YFL011W or YHR096C or YJL214W or YJL219W or YJR158W or YNR072W or YOL156W,True
r_1146,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1147,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1148,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1149,YGL077C,YGL077C,True
r_1151,YIL134W,YIL134W,True
r_1161,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1162,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1164,,,True
r_1165,YGL225W,YGL225W,True
r_1166,YDL245C or YDL247W or YDR342C or YDR343C or YDR345C or YDR536W or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YJR160C or YLR081W or YMR011W or YNR072W or YOL156W or YDR387C,YDL245C or YDL247W or YDR342C or YDR343C or YDR345C or YDR536W or YEL069C or YFL011W or YHR092C or YHR094C or YHR096C or YJL214W or YJL219W or YJR158W or YJR160C or YLR081W or YMR011W or YNR072W or YOL156W or YDR387C,True
r_1167,YJL212C,YJL212C,True
r_1168,YDR135C or YLL015W,YDR135C or YLL015W,True
r_1169,YCR098C,YCR098C,True
r_1170,YCR098C,YCR098C,True
r_1171,YDR536W or YGL084C or YPL189W,YDR536W or YGL084C or YPL189W,True
r_1172,YFL054C or YLL043W,YFL054C or YLL043W,True
r_1173,YCL025C or YKR039W or YOL020W or YOR348C or YPL265W,YCL025C or YKR039W or YOL020W or YOR348C or YPL265W,True
r_1174,,,True
r_1175,YDL198C,YDL198C,True
r_1176,YER056C or YER060W or YER060W-A,YER056C or YER060W or YER060W-A,True
r_1177,YDR497C or YOL103W,YDR497C or YOL103W,True
r_1178,(YMR058W and YER145C) or YMR319C,YMR319C or YMR058W,False
r_1179,YJL133W or YKR052C,YJL133W or YKR052C,True
r_1180,,,True
r_1181,,,True
r_1182,,,True
r_1183,YCL025C or YKR039W or YOR348C or YPL265W,YCL025C or YKR039W or YOR348C or YPL265W,True
r_1184,YEL063C or YKR039W or YNL270C,YEL063C or YKR039W or YNL270C,True
r_1185,YOL092W or YBR293W,YOL092W or YBR293W,True
r_1186,YCL025C or YDR508C or YKR039W or YPL265W,YCL025C or YDR508C or YKR039W or YPL265W,True
r_1187,YJR001W,YJR001W,True
r_1188,YKL146W or YNL101W,YKL146W or YNL101W,True
r_1189,YER119C,YER119C,True
r_1190,YFL055W or YKR039W or YPL265W,YFL055W or YKR039W or YPL265W,True
r_1191,YBR132C,YBR132C,True
r_1192,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W or YOL020W,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W or YOL020W,True
r_1193,YCR075C,YCR075C,True
r_1194,YPR021C,YPR021C,True
r_1195,YER119C,YER119C,True
r_1196,YCL025C or YFL055W or YKR039W or YPL265W,YCL025C or YFL055W or YKR039W or YPL265W,True
r_1197,YJR001W,YJR001W,True
r_1198,YKL146W or YNL101W,YKL146W or YNL101W,True
r_1199,YCL025C or YDR508C or YKR039W or YPL265W,YCL025C or YDR508C or YKR039W or YPL265W,True
r_1200,YOL092W or YBR293W or YCL069W or YMR088C,YOL092W or YBR293W or YCL069W or YMR088C,True
r_1201,YBR069C or YGR191W or YKR039W,YBR069C or YGR191W or YKR039W,True
r_1202,YCL038C,YCL038C,True
r_1203,YJR001W,YJR001W,True
r_1204,YKL146W or YNL101W,YKL146W or YNL101W,True
r_1205,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,True
r_1206,YKL217W,YKL217W,True
r_1207,YKL217W,YKL217W,True
r_1208,YCL038C,YCL038C,True
r_1209,YJR001W,YJR001W,True
r_1210,YKL146W or YNL101W,YKL146W or YNL101W,True
r_1211,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W,True
r_1212,YOL092W or YBR293W or YCL069W or YMR088C,YOL092W or YBR293W or YCL069W or YMR088C,True
r_1213,YKR039W or YNL268W,YKR039W or YNL268W,True
r_1214,YGR055W or YBR068C or YCL025C or YDR046C or YDR508C or YHL036W or YKR039W,YBR068C or YCL025C or YDR046C or YDR508C or YGR055W or YHL036W or YKR039W,True
r_1215,YBR068C or YCL025C or YDR046C or YKR039W or YOL020W,YBR068C or YCL025C or YDR046C or YKR039W or YOL020W,True
r_1216,YKR039W or YOR348C,YKR039W or YOR348C,True
r_1217,YCL025C or YDR508C or YFL055W or YKR039W or YPL265W or YDR105C,YCL025C or YDR508C or YFL055W or YKR039W or YPL265W or YDR105C,True
r_1218,YCL025C or YDR508C or YKR039W,YCL025C or YDR508C or YKR039W,True
r_1219,YBR068C or YBR069C or YDR046C or YKR039W or YOL020W,YBR068C or YBR069C or YDR046C or YKR039W or YOL020W,True
r_1220,YCL038C,YCL038C,True
r_1221,YBR293W or YJR001W,YBR293W or YJR001W,True
r_1222,YKL146W or YNL101W,YKL146W or YNL101W,True
r_1223,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W or YOL020W,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W or YOL020W,True
r_1224,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,True
r_1225,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1226,YLR348C,YLR348C,True
r_1227,YBR298C or YDL247W or YGR289C or YJR160C,YBR298C or YDL247W or YGR289C or YJR160C,True
r_1228,YBR180W,YBR180W,True
r_1229,YEL006W or YIL006W,YEL006W or YIL006W,True
r_1230,YIL006W,YIL006W,True
r_1231,YIL006W,YIL006W,True
r_1232,YIL006W,YIL006W,True
r_1235,YGR260W,YGR260W,True
r_1236,YKL188C and YPL147W,YKL188C and YPL147W,True
r_1237,YOR130C,YOR130C,True
r_1238,YKR039W,YKR039W,True
r_1239,YKL120W,YKL120W,True
r_1241,YCR028C,YCR028C,True
r_1242,,,True
r_1243,,,True
r_1244,YBR296C or YCR037C or YJL198W or YML123C or YNR013C,YBR296C or YCR037C or YJL198W or YML123C or YNR013C,True
r_1245,YER053C or YJR077C,YER053C or YJR077C,True
r_1249,YDR456W or YJL129C,YDR456W or YJL129C,True
r_1250,YKL174C,YKL174C,True
r_1251,YLL028W or YOR273C,YLL028W or YOR273C,True
r_1252,YLL028W or YOR273C,YLL028W or YOR273C,True
r_1253,YGL186C,YGL186C,True
r_1254,YKL217W,YKL217W,True
r_1255,YPL274W,YPL274W,True
r_1256,YNL003C,YNL003C,True
r_1257,YLL061W,YLL061W,True
r_1258,YDR456W or (YDR456W and YKL190W) or YLR138W,YDR456W or YLR138W,False
r_1259,YKL174C,YKL174C,True
r_1260,YBR132C or YHL016C or YKR039W or YLL028W or YOR273C or YPL274W,YBR132C or YHL016C or YKR039W or YLL028W or YOR273C or YPL274W,True
r_1261,YLL028W or YOR273C,YLL028W or YOR273C,True
r_1262,YGR138C or YLL028W or YOR273C or YPR156C,YGR138C or YLL028W or YOR273C or YPR156C,True
r_1263,YGR138C or YLL028W or YOR273C or YPR156C,YGR138C or YLL028W or YOR273C or YPR156C,True
r_1264,YLR348C,YLR348C,True
r_1265,YJR095W,YJR095W,True
r_1266,YBR294W or YLR092W,YBR294W or YLR092W,True
r_1267,YPL092W,YPL092W,True
r_1268,,,True
r_1269,YGR096W,YGR096W,True
r_1270,YLR237W or YOR071C or YOR192C,YLR237W or YOR071C or YOR192C,True
r_1271,YPL244C,YPL244C,True
r_1272,YBR021W,YBR021W,True
r_1273,YHL016C,YHL016C,True
r_1274,YBL042C,YBL042C,True
r_1275,YBR192W,YBR192W,True
r_1276,YBR192W,YBR192W,True
r_1277,YLL052C or YPR192W,YLL052C or YPR192W,True
r_1278,YIL013C or YOR011W,YIL013C or YOR011W,True
r_1449,,,True
r_1450,,,True
r_1451,,,True
r_1452,,,True
r_1453,,,True
r_1454,,,True
r_1455,,,True
r_1456,,,True
r_1457,,,True
r_1458,,,True
r_1479,,,True
r_1480,,,True
r_1481,,,True
r_1482,,,True
r_1483,,,True
r_1484,,,True
r_1485,,,True
r_1486,,,True
r_1487,,,True
r_1488,,,True
r_1509,,,True
r_1510,,,True
r_1511,,,True
r_1512,,,True
r_1513,,,True
r_1514,,,True
r_1515,,,True
r_1516,,,True
r_1517,,,True
r_1518,,,True
r_1542,,,True
r_1543,,,True
r_1545,,,True
r_1546,,,True
r_1547,,,True
r_1548,,,True
r_1549,,,True
r_1550,,,True
r_1551,,,True
r_1552,,,True
r_1553,,,True
r_1554,,,True
r_1560,,,True
r_1562,,,True
r_1563,,,True
r_1564,,,True
r_1565,,,True
r_1566,,,True
r_1567,,,True
r_1568,,,True
r_1572,,,True
r_1573,,,True
r_1574,YKL120W,YKL120W,True
r_1575,,,True
r_1576,,,True
r_1577,,,True
r_1578,,,True
r_1579,,,True
r_1580,,,True
r_1581,,,True
r_1582,,,True
r_1583,,,True
r_1585,YNL065W or YKL217W,YNL065W or YKL217W,True
r_1586,,,True
r_1587,,,True
r_1588,,,True
r_1589,,,True
r_1590,,,True
r_1591,,,True
r_1595,,,True
r_1596,,,True
r_1597,,,True
r_1598,,,True
r_1599,,,True
r_1600,,,True
r_1601,,,True
r_1603,YFL058W,YFL058W,True
r_1604,,,True
r_1605,,,True
r_1606,,,True
r_1607,,,True
r_1608,,,True
r_1609,,,True
r_1610,,,True
r_1611,,,True
r_1613,,,True
r_1614,YGL101W or YBR242W,YGL101W or YBR242W,True
r_1615,YGL101W or YBR242W,YGL101W or YBR242W,True
r_1616,YGL101W or YBR242W,YGL101W or YBR242W,True
r_1617,YGL101W or YBR242W,YGL101W or YBR242W,True
r_1618,,,True
r_1619,YER037W,YER037W,True
r_1620,,,True
r_1621,,,True
r_1622,,,True
r_1623,YER183C,YER183C,True
r_1624,YER183C,YER183C,True
r_1625,,,True
r_1627,,,True
r_1628,,,True
r_1629,,,True
r_1630,,,True
r_1631,,,True
r_1632,,,True
r_1633,,,True
r_1634,,,True
r_1635,,,True
r_1637,,,True
r_1638,,,True
r_1639,,,True
r_1640,,,True
r_1641,,,True
r_1642,YPR011C,YPR011C,True
r_1643,,,True
r_1644,,,True
r_1645,,,True
r_1647,,,True
r_1648,,,True
r_1649,,,True
r_1650,,,True
r_1651,,,True
r_1652,,,True
r_1654,,,True
r_1656,,,True
r_1657,YBR147W,YBR147W,True
r_1658,YDR508C,YDR508C,True
r_1659,,,True
r_1660,,,True
r_1661,,,True
r_1663,,,True
r_1664,,,True
r_1665,,,True
r_1667,YNL036W,YNL036W,True
r_1668,,,True
r_1669,,,True
r_1671,,,True
r_1672,,,True
r_1673,,,True
r_1674,,,True
r_1675,,,True
r_1676,,,True
r_1677,,,True
r_1678,,,True
r_1679,,,True
r_1680,,,True
r_1681,,,True
r_1682,,,True
r_1683,,,True
r_1684,YGL077C or YOR161C,YGL077C or YOR161C,True
r_1685,,,True
r_1686,,,True
r_1687,,,True
r_1688,,,True
r_1689,,,True
r_1690,,,True
r_1691,,,True
r_1694,,,True
r_1695,,,True
r_1696,,,True
r_1697,,,True
r_1698,,,True
r_1699,,,True
r_1700,,,True
r_1702,,,True
r_1703,YKL024C,YKL024C,True
r_1704,YKL024C,YKL024C,True
r_1705,,,True
r_1706,,,True
r_1707,YDR342C or YHR092C,YDR342C or YHR092C,True
r_1708,,,True
r_1709,,,True
r_1710,,,True
r_1711,,,True
r_1712,,,True
r_1713,,,True
r_1714,,,True
r_1715,,,True
r_1716,,,True
r_1717,YDL245C or YEL069C or YJR158W or YNR072W,YDL245C or YEL069C or YJR158W or YNR072W,True
r_1718,,,True
r_1719,YHR092C,YHR092C,True
r_1720,,,True
r_1721,,,True
r_1722,,,True
r_1723,,,True
r_1724,,,True
r_1725,,,True
r_1726,,,True
r_1727,,,True
r_1728,,,True
r_1729,YDL166C,YDL166C,True
r_1730,,,True
r_1731,,,True
r_1732,,,True
r_1733,,,True
r_1734,,,True
r_1735,YBL042C,YBL042C,True
r_1736,YKL088W and YIL083C and YGR277C and YDR196C,YDR196C,False
r_1737,,,True
r_1738,,,True
r_1739,YDR071C,YDR071C,True
r_1743,,,True
r_1744,,,True
r_1745,,,True
r_1746,,,True
r_1747,,,True
r_1748,,,True
r_1749,,,True
r_1750,,,True
r_1751,,,True
r_1752,,,True
r_1753,,,True
r_1754,,,True
r_1757,,,True
r_1758,,,True
r_1759,,,True
r_1761,,,True
r_1762,,,True
r_1763,,,True
r_1764,,,True
r_1765,,,True
r_1766,,,True
r_1770,YBR041W,YBR041W,True
r_1771,YKL188C and YPL147W,YKL188C and YPL147W,True
r_1772,YKL188C and YPL147W,YKL188C and YPL147W,True
r_1774,YKL188C and YPL147W,YKL188C and YPL147W,True
r_1775,YBR041W,YBR041W,True
r_1776,,,True
r_1777,,,True
r_1788,,,True
r_1790,YDL045C,YDL045C,True
r_1791,,,True
r_1792,,,True
r_1793,,,True
r_1794,,,True
r_1795,YNL065W,YNL065W,True
r_1796,,,True
r_1797,,,True
r_1798,,,True
r_1800,,,True
r_1801,,,True
r_1802,,,True
r_1803,YGL225W,YGL225W,True
r_1805,YBR241C,YBR241C,True
r_1806,,,True
r_1807,,,True
r_1808,,,True
r_1809,,,True
r_1810,,,True
r_1811,YPR058W,YPR058W,True
r_1812,,,True
r_1813,,,True
r_1814,,,True
r_1815,,,True
r_1816,YNL065W,YNL065W,True
r_1817,,,True
r_1818,,,True
r_1819,,,True
r_1820,,,True
r_1821,,,True
r_1822,,,True
r_1823,,,True
r_1824,,,True
r_1825,,,True
r_1826,,,True
r_1827,,,True
r_1829,,,True
r_1830,,,True
r_1831,,,True
r_1832,,,True
r_1833,,,True
r_1834,,,True
r_1835,YBR041W,YBR041W,True
r_1836,YBR041W,YBR041W,True
r_1837,YBR147W,YBR147W,True
r_1838,YDL131W or YDL182W,YDL131W or YDL182W,True
r_1839,,,True
r_1840,,,True
r_1841,,,True
r_1842,,,True
r_1843,,,True
r_1844,,,True
r_1845,,,True
r_1846,,,True
r_1847,,,True
r_1848,,,True
r_1849,,,True
r_1850,,,True
r_1851,,,True
r_1852,,,True
r_1853,,,True
r_1854,,,True
r_1855,,,True
r_1856,,,True
r_1857,,,True
r_1858,,,True
r_1859,,,True
r_1860,,,True
r_1861,,,True
r_1862,,,True
r_1863,,,True
r_1864,,,True
r_1865,,,True
r_1866,,,True
r_1867,,,True
r_1868,,,True
r_1869,,,True
r_1870,,,True
r_1871,,,True
r_1872,,,True
r_1873,,,True
r_1874,,,True
r_1875,,,True
r_1876,,,True
r_1877,YDR342C or YHR092C,YDR342C or YHR092C,True
r_1878,,,True
r_1879,,,True
r_1880,,,True
r_1881,,,True
r_1882,YOR100C,YOR100C,True
r_1883,,,True
r_1884,,,True
r_1885,,,True
r_1886,,,True
r_1887,,,True
r_1889,,,True
r_1890,,,True
r_1891,,,True
r_1892,,,True
r_1893,,,True
r_1895,,,True
r_1896,,,True
r_1897,,,True
r_1898,,,True
r_1899,,,True
r_1900,,,True
r_1901,,,True
r_1902,,,True
r_1903,,,True
r_1904,,,True
r_1905,,,True
r_1906,,,True
r_1907,YKR039W,YKR039W,True
r_1908,YDL245C or YEL069C or YJR158W or YNR072W,YDL245C or YEL069C or YJR158W or YNR072W,True
r_1909,,,True
r_1910,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR096C or YJL214W or YJL219W or YJR158W or YNR072W or YOL156W,YDL245C or YDR342C or YDR343C or YDR345C or YEL069C or YFL011W or YHR092C or YHR096C or YJL214W or YJL219W or YJR158W or YNR072W or YOL156W,True
r_1911,,,True
r_1912,,,True
r_1913,,,True
r_1914,,,True
r_1915,,,True
r_1916,,,True
r_1919,YBR147W,YBR147W,True
r_1920,,,True
r_1921,,,True
r_1922,,,True
r_1923,,,True
r_1924,,,True
r_1925,,,True
r_1926,,,True
r_1927,,,True
r_1928,,,True
r_1929,,,True
r_1930,,,True
r_1931,,,True
r_1932,,,True
r_1935,YDR508C,YDR508C,True
r_1936,,,True
r_1937,,,True
r_1938,,,True
r_1939,,,True
r_1940,,,True
r_1941,,,True
r_1942,,,True
r_1943,,,True
r_1944,,,True
r_1945,,,True
r_1946,,,True
r_1947,,,True
r_1952,,,True
r_1963,,,True
r_1964,,,True
r_1965,,,True
r_1966,,,True
r_1967,,,True
r_1968,,,True
r_1970,,,True
r_1971,,,True
r_1972,,,True
r_1974,,,True
r_1975,,,True
r_1976,YOR100C,YOR100C,True
r_1977,,,True
r_1978,,,True
r_1979,,,True
r_1980,,,True
r_1981,YBR041W,YBR041W,True
r_1984,,,True
r_1987,,,True
r_1988,,,True
r_1989,,,True
r_1990,YJL212C,YJL212C,True
r_1991,,,True
r_1992,,,True
r_1993,,,True
r_1994,,,True
r_1995,,,True
r_1996,,,True
r_1997,,,True
r_1998,,,True
r_1999,,,True
r_2000,,,True
r_2001,,,True
r_2002,,,True
r_2003,,,True
r_2004,,,True
r_2005,,,True
r_2008,YNR013C,YNR013C,True
r_2020,,,True
r_2022,,,True
r_2023,,,True
r_2024,,,True
r_2025,YNR027W,YNR027W,True
r_2026,YNR027W,YNR027W,True
r_2027,,,True
r_2028,,,True
r_2029,YEL029C,YEL029C,True
r_2030,,,True
r_2031,,,True
r_2032,,,True
r_2033,,,True
r_2034,(YGL080W and YGR243W) or (YGL080W and YHR162W),(YGL080W and YGR243W) or (YGL080W and YHR162W),True
r_2036,,,True
r_2037,,,True
r_2038,,,True
r_2039,,,True
r_2040,YOR306C,YOR306C,True
r_2041,YDR342C or YHR092C,YDR342C or YHR092C,True
r_2042,,,True
r_2043,,,True
r_2044,,,True
r_2045,YDR508C,YDR508C,True
r_2046,,,True
r_2049,,,True
r_2050,,,True
r_2051,,,True
r_2052,,,True
r_2053,,,True
r_2054,,,True
r_2055,,,True
r_2056,,,True
r_2057,,,True
r_2058,,,True
r_2060,,,True
r_2061,,,True
r_2062,,,True
r_2063,,,True
r_2064,YDL024C,YDL024C,True
r_2065,,,True
r_2066,,,True
r_2067,,,True
r_2068,,,True
r_2069,,,True
r_2072,YDR508C,YDR508C,True
r_2073,,,True
r_2074,,,True
r_2075,,,True
r_2079,YGR289C,YGR289C,True
r_2080,,,True
r_2082,,,True
r_2083,,,True
r_2084,,,True
r_2085,,,True
r_2086,,,True
r_2087,,,True
r_2089,,,True
r_2090,,,True
r_2091,,,True
r_2092,,,True
r_2093,,,True
r_2094,YLL052C or YPR192W,YLL052C or YPR192W,True
r_2095,,,True
r_2096,,,True
r_2097,,,True
r_2098,,,True
r_2099,,,True
r_2100,,,True
r_2101,,,True
r_2102,,,True
r_2103,,,True
r_2104,,,True
r_2105,YDL245C or YLL043W,YDL245C or YLL043W,True
r_2106,,,True
r_2107,YIL013C or YOR011W,YIL013C or YOR011W,True
r_2108,,,True
r_2111,,,True
r_2112,YJL060W,YJL060W,True
r_2113,,,True
r_2114,,,True
r_2115,YBR145W or YOL086C,YBR145W or YOL086C,True
r_2116,YMR110C or YMR170C or YER073W or YOR374W,YMR110C or YMR170C or YER073W or YOR374W,True
r_2117,YHR137W,YHR137W,True
r_2118,YHR137W,YHR137W,True
r_2119,YHR137W,YHR137W,True
r_2125,,,True
r_2126,YKR043C,YKR043C,True
r_2129,,,True
r_2131,YDL066W,YDL066W,True
r_2132,YOR222W or YPL134C,YOR222W or YPL134C,True
r_2134,,,True
r_2136,,,True
r_2137,,,True
r_2139,,,True
r_2140,YKL182W and YPL231W,YKL182W and YPL231W,True
r_2141,YKL182W and YPL231W,YKL182W and YPL231W,True
r_2142,YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A,YER061C and YKL192C,False
r_2143,YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A,YER061C and YKL192C,False
r_2144,YCL017C and YKL192C and YPL135W and YDL120W and YPL252C and YER048W-A,YER061C and YKL192C,False
r_2145,YKL055C,YKL055C,True
r_2146,YKL055C,YKL055C,True
r_2147,YKL055C,YKL055C,True
r_2148,YHR067W,YHR067W,True
r_2149,YHR067W,YHR067W,True
r_2150,YHR067W,YHR067W,True
r_2151,YBR026C,YBR026C,True
r_2152,YBR026C,YBR026C,True
r_2153,YBR026C,YBR026C,True
r_2154,YJL196C,YJL196C,True
r_2155,YJL196C,YJL196C,True
r_2156,YCR034W,YCR034W,True
r_2157,YCR034W or YLR372W,YCR034W or YLR372W,True
r_2158,YCR034W or YLR372W,YCR034W or YLR372W,True
r_2159,YCR034W or YLR372W,YCR034W or YLR372W,True
r_2160,YLR372W,YLR372W,True
r_2161,YBR159W,YBR159W,True
r_2162,YBR159W,YBR159W,True
r_2163,YBR159W,YBR159W,True
r_2164,YBR159W,YBR159W,True
r_2165,YBR159W,YBR159W,True
r_2166,YBR159W,YBR159W,True
r_2167,YBR159W,YBR159W,True
r_2168,YJL097W,YJL097W,True
r_2169,YJL097W,YJL097W,True
r_2170,YJL097W,YJL097W,True
r_2171,YJL097W,YJL097W,True
r_2172,YJL097W,YJL097W,True
r_2173,YJL097W,YJL097W,True
r_2174,YJL097W,YJL097W,True
r_2175,YDL015C,YDL015C,True
r_2176,YDL015C,YDL015C,True
r_2177,YDL015C,YDL015C,True
r_2178,YDL015C,YDL015C,True
r_2179,YDL015C,YDL015C,True
r_2180,YDL015C,YDL015C,True
r_2181,YDL015C,YDL015C,True
r_2182,YGL055W,YGL055W,True
r_2183,YGL055W,YGL055W,True
r_2184,,,True
r_2185,,,True
r_2186,YBR041W,YBR041W,True
r_2187,,,True
r_2188,,,True
r_2189,,,True
r_2190,YNL065W,YNL065W,True
r_2191,YNL065W,YNL065W,True
r_2192,YBR041W,YBR041W,True
r_2193,,,True
r_2194,YOR317W,YOR317W,True
r_2195,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2196,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2197,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2198,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2199,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2200,YOR317W,YOR317W,True
r_2201,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2202,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2203,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2204,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2205,YMR246W or YOR317W,YMR246W or YOR317W,True
r_2206,YER015W,YER015W,True
r_2207,YER015W,YER015W,True
r_2208,YER015W,YER015W,True
r_2209,YIL009W,YIL009W,True
r_2210,YIL009W,YIL009W,True
r_2211,YIL009W,YIL009W,True
r_2212,YIL009W,YIL009W,True
r_2213,YBR041W,YBR041W,True
r_2214,YBR041W,YBR041W,True
r_2215,YBR041W,YBR041W,True
r_2216,YBR041W,YBR041W,True
r_2217,YBR041W,YBR041W,True
r_2218,YBR041W,YBR041W,True
r_2219,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2220,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2221,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2222,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2223,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2224,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2225,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2226,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2227,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2228,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2229,,,True
r_2230,,,True
r_2231,YKL188C and YPL147W,YKL188C and YPL147W,True
r_2232,YJR019C,YJR019C,True
r_2233,YJR019C,YJR019C,True
r_2234,YJR019C,YJR019C,True
r_2235,YJR019C,YJR019C,True
r_2236,YGL205W,YGL205W,True
r_2237,YGL205W,YGL205W,True
r_2238,YGL205W,YGL205W,True
r_2239,YGL205W,YGL205W,True
r_2240,YGL205W,YGL205W,True
r_2241,YGL205W,YGL205W,True
r_2242,YGL205W,YGL205W,True
r_2243,YGL205W,YGL205W,True
r_2244,YGL205W,YGL205W,True
r_2245,YGL205W,YGL205W,True
r_2246,YGL205W,YGL205W,True
r_2247,YGL205W,YGL205W,True
r_2248,YKR009C,YKR009C,True
r_2249,YKR009C,YKR009C,True
r_2250,YKR009C,YKR009C,True
r_2251,YKR009C,YKR009C,True
r_2252,YKR009C,YKR009C,True
r_2253,YKR009C,YKR009C,True
r_2254,YKR009C,YKR009C,True
r_2255,YKR009C,YKR009C,True
r_2256,YKR009C,YKR009C,True
r_2257,YKR009C,YKR009C,True
r_2258,YKR009C,YKR009C,True
r_2259,YKR009C,YKR009C,True
r_2260,YKR009C,YKR009C,True
r_2261,YKR009C,YKR009C,True
r_2262,YKR009C,YKR009C,True
r_2263,YKR009C,YKR009C,True
r_2264,YKR009C,YKR009C,True
r_2265,YKR009C,YKR009C,True
r_2266,YKR009C,YKR009C,True
r_2267,YKR009C,YKR009C,True
r_2268,YKR009C,YKR009C,True
r_2269,YKR009C,YKR009C,True
r_2270,YKR009C,YKR009C,True
r_2271,YKR009C,YKR009C,True
r_2272,YKR009C,YKR009C,True
r_2273,YKR009C,YKR009C,True
r_2274,YKR009C,YKR009C,True
r_2275,YKR009C,YKR009C,True
