Reaction,Comp2GPR rules,yeast9 rules,Exact Match
r_2887,YNR008W,YNR008W,True
r_2888,YNR008W,YNR008W,True
r_2889,YNR008W,YNR008W,True
r_2890,YNR008W,YNR008W,True
r_2891,YNR008W,YNR008W,True
r_2892,YNR008W,YNR008W,True
r_2893,YNR008W,YNR008W,True
r_2894,YNR008W,YNR008W,True
r_2895,YNR008W,YNR008W,True
r_2896,YNR008W,YNR008W,True
r_2897,YNR008W,YNR008W,True
r_2898,YNR008W,YNR008W,True
r_2899,YNR008W,YNR008W,True
r_2900,YNR008W,YNR008W,True
r_2901,YNR008W,YNR008W,True
r_2902,YNR008W,YNR008W,True
r_2903,YNR008W,YNR008W,True
r_2904,YNR008W,YNR008W,True
r_2905,YNR008W,YNR008W,True
r_2906,YNR008W,YNR008W,True
r_2907,YNR008W,YNR008W,True
r_2908,YNR008W,YNR008W,True
r_2909,YNR008W,YNR008W,True
r_2910,YNR008W,YNR008W,True
r_2911,YNR008W,YNR008W,True
r_2912,YNR008W,YNR008W,True
r_2913,YNR008W,YNR008W,True
r_2914,YNR008W,YNR008W,True
r_2915,YNR008W,YNR008W,True
r_2916,YNR008W,YNR008W,True
r_2917,YNR008W,YNR008W,True
r_2918,YNR008W,YNR008W,True
r_2919,YNR008W,YNR008W,True
r_2920,YNR008W,YNR008W,True
r_2921,YNR008W,YNR008W,True
r_2922,YNR008W,YNR008W,True
r_2923,YNR008W,YNR008W,True
r_2924,YNR008W,YNR008W,True
r_2925,YNR008W,YNR008W,True
r_2926,YNR008W,YNR008W,True
r_2927,YNR008W,YNR008W,True
r_2928,YNR008W,YNR008W,True
r_2929,YNR008W,YNR008W,True
r_2930,YNR008W,YNR008W,True
r_2931,YNR008W,YNR008W,True
r_2932,YNR008W,YNR008W,True
r_2933,YNR008W,YNR008W,True
r_2934,YNR008W,YNR008W,True
r_2935,YNR008W,YNR008W,True
r_2936,YNR008W,YNR008W,True
r_2937,YNR008W,YNR008W,True
r_2938,YNR008W,YNR008W,True
r_2939,YNR008W,YNR008W,True
r_2940,YNR008W,YNR008W,True
r_2941,YNR008W,YNR008W,True
r_2942,YNR008W,YNR008W,True
r_2943,YNR008W,YNR008W,True
r_2944,YNR008W,YNR008W,True
r_2945,YNR008W,YNR008W,True
r_2946,YNR008W,YNR008W,True
r_2947,YNR008W,YNR008W,True
r_2948,YNR008W,YNR008W,True
r_2949,YNR008W,YNR008W,True
r_2950,YNR008W,YNR008W,True
r_2951,YNR008W,YNR008W,True
r_2952,YNR008W,YNR008W,True
r_2953,YNR008W,YNR008W,True
r_2954,YNR008W,YNR008W,True
r_2955,YNR008W,YNR008W,True
r_2956,YNR008W,YNR008W,True
r_2957,YNR008W,YNR008W,True
r_2958,YNR008W,YNR008W,True
r_2959,YNR008W,YNR008W,True
r_2960,YNR008W,YNR008W,True
r_2961,YNR008W,YNR008W,True
r_2962,YNR008W,YNR008W,True
r_2963,YNR008W,YNR008W,True
r_2964,YNR008W,YNR008W,True
r_2965,YNR008W,YNR008W,True
r_2966,YNR008W,YNR008W,True
r_2967,YNR008W,YNR008W,True
r_2968,YNR008W,YNR008W,True
r_2969,YNR008W,YNR008W,True
r_2970,YNR008W,YNR008W,True
r_2971,YNR008W,YNR008W,True
r_2972,YNR008W,YNR008W,True
r_2973,YNR008W,YNR008W,True
r_2974,YNR008W,YNR008W,True
r_2975,YNR008W,YNR008W,True
r_2976,YNR008W,YNR008W,True
r_2977,YNR008W,YNR008W,True
r_2978,YNR008W,YNR008W,True
r_2979,YNR008W,YNR008W,True
r_2980,YNR008W,YNR008W,True
r_2981,YNR008W,YNR008W,True
r_2982,YNR008W,YNR008W,True
r_2983,YNR008W,YNR008W,True
r_2984,YNR008W,YNR008W,True
r_2985,YNR008W,YNR008W,True
r_2986,YNR008W,YNR008W,True
r_2987,YNR008W,YNR008W,True
r_2988,YNR008W,YNR008W,True
r_2989,YNR008W,YNR008W,True
r_2990,YNR008W,YNR008W,True
r_2991,YNR008W,YNR008W,True
r_2992,YNR008W,YNR008W,True
r_2993,YNR008W,YNR008W,True
r_2994,YNR008W,YNR008W,True
r_2995,YNR008W,YNR008W,True
r_2996,YNR008W,YNR008W,True
r_2997,YNR008W,YNR008W,True
r_2998,YNR008W,YNR008W,True
r_2999,YNR008W,YNR008W,True
r_3000,YNR008W,YNR008W,True
r_3001,YNR008W,YNR008W,True
r_3002,YNR008W,YNR008W,True
r_3003,YNR008W,YNR008W,True
r_3004,YNR008W,YNR008W,True
r_3005,YNR008W,YNR008W,True
r_3006,YNR008W,YNR008W,True
r_3007,YNR008W,YNR008W,True
r_3008,YNR008W,YNR008W,True
r_3009,YNR008W,YNR008W,True
r_3010,YNR008W,YNR008W,True
r_3011,YNR008W,YNR008W,True
r_3022,YML059C,YML059C,True
r_3023,YML059C,YML059C,True
r_3024,YML059C,YML059C,True
r_3025,YML059C,YML059C,True
r_3026,YML059C,YML059C,True
r_3027,YML059C,YML059C,True
r_3028,YML059C,YML059C,True
r_3029,YML059C,YML059C,True
r_3030,YML059C,YML059C,True
r_3031,YML059C,YML059C,True
r_3032,YML059C,YML059C,True
r_3033,YML059C,YML059C,True
r_3034,YMR008C,YMR008C,True
r_3035,YMR008C,YMR008C,True
r_3036,YMR008C,YMR008C,True
r_3037,YMR008C,YMR008C,True
r_3038,YMR008C,YMR008C,True
r_3039,YMR008C,YMR008C,True
r_3040,YMR008C,YMR008C,True
r_3041,YMR008C,YMR008C,True
r_3042,YMR008C,YMR008C,True
r_3043,YMR008C,YMR008C,True
r_3044,YMR008C,YMR008C,True
r_3045,YMR008C,YMR008C,True
r_3046,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3047,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3048,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3049,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3050,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3051,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3052,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3053,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3054,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3055,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3056,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3057,YMR006C or YMR008C,YMR006C or YMR008C,True
r_3058,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3059,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3060,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3061,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3062,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3063,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3064,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3065,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3066,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3067,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3068,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3069,YMR006C or YOL011W,YMR006C or YOL011W,True
r_3070,YOL011W,YOL011W,True
r_3071,YOL011W,YOL011W,True
r_3072,YOL011W,YOL011W,True
r_3073,YOL011W,YOL011W,True
r_3074,YOL011W,YOL011W,True
r_3075,YOL011W,YOL011W,True
r_3076,YOL011W,YOL011W,True
r_3077,YOL011W,YOL011W,True
r_3078,YOL011W,YOL011W,True
r_3079,YOL011W,YOL011W,True
r_3080,YOL011W,YOL011W,True
r_3081,YOL011W,YOL011W,True
r_3082,YPL268W,YPL268W,True
r_3083,YPL268W,YPL268W,True
r_3084,YPL268W,YPL268W,True
r_3085,YPL268W,YPL268W,True
r_3086,YPL268W,YPL268W,True
r_3087,YPL268W,YPL268W,True
r_3088,YPL268W,YPL268W,True
r_3089,YPL268W,YPL268W,True
r_3090,YPL268W,YPL268W,True
r_3091,YPL268W,YPL268W,True
r_3092,YPL268W,YPL268W,True
r_3093,YPL268W,YPL268W,True
r_3094,YPL268W,YPL268W,True
r_3095,YPL268W,YPL268W,True
r_3096,YPL268W,YPL268W,True
r_3097,YPL268W,YPL268W,True
r_3098,YPL206C,YPL206C,True
r_3099,YPL206C,YPL206C,True
r_3100,YPL206C,YPL206C,True
r_3101,YPL206C,YPL206C,True
r_3102,YPL206C,YPL206C,True
r_3103,YPL206C,YPL206C,True
r_3104,YKR031C,YKR031C,True
r_3105,YKR031C,YKR031C,True
r_3106,YKR031C,YKR031C,True
r_3107,YKR031C,YKR031C,True
r_3108,YKR031C,YKR031C,True
r_3109,YKR031C,YKR031C,True
r_3110,YKR031C,YKR031C,True
r_3111,YKR031C,YKR031C,True
r_3112,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3113,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3114,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3115,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3116,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3117,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3118,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3119,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3120,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3121,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3122,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3123,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3124,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3125,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3126,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3127,YJR110W or YNL106C or YOR109W,YJR110W or YNL106C or YOR109W,True
r_3128,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3129,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3130,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3131,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3132,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3133,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3134,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3135,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3136,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3137,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3138,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3139,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3140,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3141,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3142,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3143,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3144,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3145,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3146,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3147,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3148,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3149,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3150,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3151,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3152,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3153,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3154,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3155,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3156,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3157,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3158,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3159,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3160,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3161,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3162,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3163,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3164,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3165,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3166,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3167,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3168,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3169,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3170,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3171,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3172,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3173,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3174,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3175,YMR296C and YKL212W and YDR062W and YGR038W and YLR350W and YBR058C-A,YKL212W,False
r_3176,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3177,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3178,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3179,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3180,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3181,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3182,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3183,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3184,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3185,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3186,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3187,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3188,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3189,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3190,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3191,YNL106C or YOR109W,YNL106C or YOR109W,True
r_3192,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3193,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3194,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3195,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3196,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3197,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3198,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3199,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3200,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3201,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3202,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3203,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3204,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3205,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3206,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3207,YIL002C or YNL106C or YOR109W,YIL002C or YNL106C or YOR109W,True
r_3208,YOL065C,YOL065C,True
r_3209,YOL065C,YOL065C,True
r_3210,YOL065C,YOL065C,True
r_3211,YOL065C,YOL065C,True
r_3212,YOL065C,YOL065C,True
r_3213,YOL065C,YOL065C,True
r_3214,YOL065C,YOL065C,True
r_3215,YOL065C,YOL065C,True
r_3216,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3217,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3218,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3219,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3220,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3221,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3222,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3223,YFR019W and YFR021W and YLR386W and YNL054W and YNL325C,YFR019W and YNL325C and YFR021W and YNL054W and YLR386W,True
r_3224,YDR284C,YDR284C,True
r_3225,YDR284C,YDR284C,True
r_3226,YDR284C,YDR284C,True
r_3227,YDR284C,YDR284C,True
r_3228,YDR284C,YDR284C,True
r_3229,YDR284C,YDR284C,True
r_3230,YDR284C,YDR284C,True
r_3231,YDR284C,YDR284C,True
r_3232,YDR503C,YDR503C,True
r_3233,YDR503C,YDR503C,True
r_3234,YDR503C,YDR503C,True
r_3235,YDR503C,YDR503C,True
r_3236,YDR503C,YDR503C,True
r_3237,YDR503C,YDR503C,True
r_3238,YDR503C,YDR503C,True
r_3239,YDR503C,YDR503C,True
r_3240,YER037W,YER037W,True
r_3241,YER037W,YER037W,True
r_3242,YER037W,YER037W,True
r_3243,YER037W,YER037W,True
r_3244,YDR284C,YDR284C,True
r_3245,YDR284C,YDR284C,True
r_3246,YDR284C,YDR284C,True
r_3247,YDR284C,YDR284C,True
r_3248,YDR503C,YDR503C,True
r_3249,YDR503C,YDR503C,True
r_3250,YDR503C,YDR503C,True
r_3251,YDR503C,YDR503C,True
r_3252,YKL140W or YLL012W,YKL140W or YLL012W,True
r_3253,YKL140W or YLL012W,YKL140W or YLL012W,True
r_3254,YLL012W,YLL012W,True
r_3255,YLL012W,YLL012W,True
r_3256,YLL012W,YLL012W,True
r_3257,YLL012W,YLL012W,True
r_3258,YLL012W,YLL012W,True
r_3259,YLL012W,YLL012W,True
r_3260,YLL012W,YLL012W,True
r_3261,YLL012W,YLL012W,True
r_3262,YLR020C,YLR020C,True
r_3263,YLR020C,YLR020C,True
r_3264,YBR204C or YKR089C or YMR313C or YOR081C or YCR068W,YBR204C or YKR089C or YMR313C or YOR081C or YCR068W,True
r_3265,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3266,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3267,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3268,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3269,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3270,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3271,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3272,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3273,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3274,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3275,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3276,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3277,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3278,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3279,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3280,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3281,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3282,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3283,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3284,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3285,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3286,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3287,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3288,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3289,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3290,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3291,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3292,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3293,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3294,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3295,YBR204C or YKR089C or YMR313C or YOR081C,YBR204C or YKR089C or YMR313C or YOR081C,True
r_3296,YMR313C,YMR313C,True
r_3297,YCR068W or YMR313C,YCR068W or YMR313C,True
r_3298,YMR313C,YMR313C,True
r_3299,YMR313C,YMR313C,True
r_3300,YMR313C,YMR313C,True
r_3301,YMR313C,YMR313C,True
r_3302,YMR313C,YMR313C,True
r_3303,YMR313C,YMR313C,True
r_3304,YDR058C,YDR058C,True
r_3305,YDR058C,YDR058C,True
r_3306,YDR058C,YDR058C,True
r_3307,YDR058C,YDR058C,True
r_3308,YKL094W,YKL094W,True
r_3309,YKL094W,YKL094W,True
r_3310,YKL094W,YKL094W,True
r_3311,YKL094W,YKL094W,True
r_3312,YMR313C,YMR313C,True
r_3313,YMR313C,YMR313C,True
r_3314,YMR313C,YMR313C,True
r_3315,YMR313C,YMR313C,True
r_3316,YKR089C,YKR089C,True
r_3317,YKR089C,YKR089C,True
r_3318,YKR089C,YKR089C,True
r_3319,YKR089C,YKR089C,True
r_3320,YKR089C,YKR089C,True
r_3321,YKR089C,YKR089C,True
r_3322,YKR089C,YKR089C,True
r_3323,YKR089C,YKR089C,True
r_3324,YKR089C,YKR089C,True
r_3325,YKR089C,YKR089C,True
r_3326,YKR089C,YKR089C,True
r_3327,YKR089C,YKR089C,True
r_3328,YKR089C,YKR089C,True
r_3329,YKR089C,YKR089C,True
r_3330,YKR089C,YKR089C,True
r_3331,YKR089C,YKR089C,True
r_3332,,,True
r_3333,,,True
r_3334,,,True
r_3335,,,True
r_3336,,,True
r_3337,,,True
r_3338,,,True
r_3339,,,True
r_3340,,,True
r_3341,,,True
r_3342,,,True
r_3343,,,True
r_3344,,,True
r_3345,,,True
r_3346,,,True
r_3347,,,True
r_3348,YDR072C,YDR072C,True
r_3349,YDR072C,YDR072C,True
r_3350,YDR072C,YDR072C,True
r_3351,YDR072C,YDR072C,True
r_3352,YDR072C,YDR072C,True
r_3353,YDR072C,YDR072C,True
r_3354,YDR072C,YDR072C,True
r_3355,YDR072C,YDR072C,True
r_3356,YDR072C,YDR072C,True
r_3357,YDR072C,YDR072C,True
r_3358,YDR072C,YDR072C,True
r_3359,YDR072C,YDR072C,True
r_3360,YDR072C,YDR072C,True
r_3361,YDR072C,YDR072C,True
r_3362,YDR072C,YDR072C,True
r_3363,YDR072C,YDR072C,True
r_3364,YDR072C,YDR072C,True
r_3365,YDR072C,YDR072C,True
r_3366,YDR072C,YDR072C,True
r_3367,YDR072C,YDR072C,True
r_3368,YDR072C,YDR072C,True
r_3369,YDR072C,YDR072C,True
r_3370,YDR072C,YDR072C,True
r_3371,YDR072C,YDR072C,True
r_3372,YDR072C,YDR072C,True
r_3373,YDR072C,YDR072C,True
r_3374,YDR072C,YDR072C,True
r_3375,YDR072C,YDR072C,True
r_3376,YDR072C,YDR072C,True
r_3377,YDR072C,YDR072C,True
r_3378,YDR072C,YDR072C,True
r_3379,YDR072C,YDR072C,True
r_3380,YDR072C,YDR072C,True
r_3381,YDR072C,YDR072C,True
r_3382,YDR072C,YDR072C,True
r_3383,YDR072C,YDR072C,True
r_3384,YDR072C,YDR072C,True
r_3385,YDR072C,YDR072C,True
r_3386,YDR072C,YDR072C,True
r_3387,YDR072C,YDR072C,True
r_3388,YDR072C,YDR072C,True
r_3389,YDR072C,YDR072C,True
r_3390,YDR072C,YDR072C,True
r_3391,YDR072C,YDR072C,True
r_3392,YDR072C,YDR072C,True
r_3393,YDR072C,YDR072C,True
r_3394,YDR072C,YDR072C,True
r_3395,YDR072C,YDR072C,True
r_3396,YDR072C,YDR072C,True
r_3397,YDR072C,YDR072C,True
r_3398,YDR072C,YDR072C,True
r_3399,YDR072C,YDR072C,True
r_3400,YDR072C,YDR072C,True
r_3401,YDR072C,YDR072C,True
r_3402,YDR072C,YDR072C,True
r_3403,YDR072C,YDR072C,True
r_3404,YDR072C,YDR072C,True
r_3405,YDR072C,YDR072C,True
r_3406,YDR072C,YDR072C,True
r_3407,YDR072C,YDR072C,True
r_3408,YDR072C,YDR072C,True
r_3409,YDR072C,YDR072C,True
r_3410,YDR072C,YDR072C,True
r_3411,YDR072C,YDR072C,True
r_3412,YDR072C,YDR072C,True
r_3413,YDR072C,YDR072C,True
r_3414,YDR072C,YDR072C,True
r_3415,YDR072C,YDR072C,True
r_3416,YDR072C,YDR072C,True
r_3417,YDR072C,YDR072C,True
r_3418,YDR072C,YDR072C,True
r_3419,YDR072C,YDR072C,True
r_3420,YDR072C,YDR072C,True
r_3421,YDR072C,YDR072C,True
r_3422,YDR072C,YDR072C,True
r_3423,YDR072C,YDR072C,True
r_3424,YDR072C,YDR072C,True
r_3425,YDR072C,YDR072C,True
r_3426,YDR072C,YDR072C,True
r_3427,YDR072C,YDR072C,True
r_3428,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3429,YKL004W and YDR367W,YDR367W and YKL004W,True
r_3430,YKL004W and YDR367W,YDR367W and YKL004W,True
