Rxn,Genes,GPRuler rules,Yeast9 rules,Exact Match
r_1645,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,,False
r_1647,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,,False
r_1648,[['YJR152W']],(YJR152W),,False
r_1649,[['YJR152W']],(YJR152W),,False
r_1652,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR038C'], ['YFL054C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YFL054C or YKL209C or YIL177C or YER190W or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR038C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,,False
r_1654,[['YDR384C']],(YDR384C),,False
r_1656,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR073W'], ['YBR142W'], ['YBR202W'], ['YBR237W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR291W'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YFL066C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGL251C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YIR002C'], ['YJL033W'], ['YJL034W'], ['YJL050W'], ['YJL092W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR024C'], ['YKR059W'], ['YKR086W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR276C'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR106C'], ['YMR128W'], ['YMR190C'], ['YMR284W'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR011C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (Q0275 and YGL191W and YMR106C and YLR038C and Q0045 and YGL187C) or (YHR051W and YDL067C and YMR106C and YLR038C) or (Q0045 and YJR121W) or (YMR284W and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YNR038W and YLR276C) or (YHR051W and YLR397C and YLR038C) or (YHR001W-A and YMR106C) or (YLR395C and YMR106C) or (YDL067C and YMR256C and YMR106C and YLR038C) or (YNL052W and YDL067C and YMR106C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR291W or YIR002C or YOR204W or YHR169W or YGR296W or YPL119C or YGL251C or YLL066C or YGL171W or YIL126W or YEL031W or YGL008C or YDL229W or YJL225C or YGL167C or YOR291W or YLL067C or YJL138C or YPL029W or YML133C or YMR190C or YNL112W or YGL078C or YLR419W or YKR024C or YER013W or YDL185W or YGL120C or YDL126C or YLR466W or YPR204W or YJL050W or YJL033W or YKR059W or YDR545W or YDL031W or YNL209W or YEL077C or YGL064C or YDR194C or YDR135C or YBR295W or YDR040C or YAL019W or YJL092W or YMR290C or YIL177C or YFL002C or YLR398C or YBR142W or YLL008W or YJR035W or YDR270W or YHR164C or YGL163C or YLL048C or YML061C or YGR271W or YDL084W or YMR128W or YPL008W or YKL209C or YER190W or YOL095C or YKR086W or YLR467W or YBR073W or YNR011C or YER176W or YPL283C or YHR031C or YOR396W or YHR065C or YFL066C or YBR237W or YKL017C or YNL339C,,False
r_1657,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YGR255C'], ['YBR295W'], ['YDR039C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YDR039C or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YOL095C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YNL339C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YGR255C or YML133C or YOR396W or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YGL064C or YDR194C or YMR128W,YBR147W,False
r_1658,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YGR255C'], ['YBR295W'], ['YDR039C'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YPL036W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL064C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOL095C'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YDR039C or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YOL095C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YPL036W or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YNL339C or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YGR255C or YML133C or YOR396W or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YGL064C or YDR194C or YMR128W,YDR508C,False
r_1659,"[['YDL067C'], ['YMR256C'], ['YLR395C'], ['YGL187C'], ['Q0275'], ['YGL191W'], ['YNL052W'], ['Q0250'], ['YLR038C'], ['Q0045'], ['YHR051W'], ['YDR135C'], ['YLL048C'], ['YGL008C'], ['YDR040C'], ['YHR001W-A'], ['YER005W'], ['YBR295W'], ['YDR270W'], ['YDL185W'], ['YJR121W'], ['YKL209C'], ['YAL019W'], ['YBL023C'], ['YBR202W'], ['YDL031W'], ['YDL084W'], ['YDL126C'], ['YDL160C'], ['YDL229W'], ['YDR021W'], ['YDR190C'], ['YDR194C'], ['YDR243C'], ['YDR334W'], ['YDR545W'], ['YEL031W'], ['YEL032W'], ['YEL077C'], ['YER013W'], ['YER171W'], ['YER172C'], ['YER176W'], ['YER190W'], ['YFL002C'], ['YGL078C'], ['YGL120C'], ['YGL150C'], ['YGL163C'], ['YGL171W'], ['YGL201C'], ['YGR271W'], ['YGR296W'], ['YHR031C'], ['YHR065C'], ['YHR164C'], ['YHR169W'], ['YIL126W'], ['YIL143C'], ['YIL177C'], ['YJL033W'], ['YJL034W'], ['YJL138C'], ['YJL225C'], ['YJR035W'], ['YKL017C'], ['YKL073W'], ['YKL078W'], ['YKR059W'], ['YLL008W'], ['YLL066C'], ['YLL067C'], ['YLR274W'], ['YLR397C'], ['YLR398C'], ['YLR419W'], ['YLR466W'], ['YLR467W'], ['YML061C'], ['YML133C'], ['YMR128W'], ['YMR190C'], ['YMR290C'], ['YNL112W'], ['YNL209W'], ['YNL339C'], ['YNR038W'], ['YOR046C'], ['YOR204W'], ['YOR291W'], ['YOR396W'], ['YPL008W'], ['YPL029W'], ['YPL119C'], ['YPL235W'], ['YPL283C'], ['YPR019W'], ['YPR204W'], ['YGL167C']]",((YDL067C and Q0275 and YLR038C and YGL191W and Q0250 and Q0045 and YGL187C) or (YHR001W-A and Q0275 and Q0250) or (Q0275 and YLR038C and Q0250 and YHR051W and Q0045) or (YDL067C and Q0275 and YLR038C and Q0250 and YLR395C) or (YDL067C and Q0275 and YLR038C and Q0250 and YMR256C) or (YNL052W and YDL067C and Q0275 and YLR038C and Q0250) or (YDL160C and Q0275) or (YIL143C and YER171W and Q0275 and YMR256C) or (YGL201C and YMR256C and YBL023C) or (YBR202W and YMR256C and YBL023C) or (YKL078W and YDR021W) or (YDR190C and YPL235W and YDR334W) or (YGL150C and YDR190C) or (YMR256C and YEL032W and YBL023C) or (YIL143C and YHR001W-A and YER171W) or (YOR046C and YER171W) or (YER172C and YDR243C) or (YHR051W and YDL067C and YLR038C) or (Q0045 and YJR121W) or (YKL073W and YJL034W) or (YMR256C and YLR274W) or (YHR051W and YLR397C and YLR038C) or (YPR019W and YMR256C)) or YER005W or YDR135C or YOR204W or YGL078C or YBR295W or YDR040C or YPL008W or YAL019W or YHR169W or YGR296W or YPL119C or YMR290C or YLR419W or YKL209C or YER190W or YIL177C or YLL066C or YER013W or YGL171W or YIL126W or YFL002C or YDL185W or YEL031W or YLR398C or YLR467W or YGL008C or YGL120C or YDL229W or YLL008W or YDL126C or YJR035W or YJL225C or YLR466W or YPR204W or YDR270W or YHR164C or YER176W or YGL163C or YPL283C or YGL167C or YJL033W or YLL048C or YHR031C or YOR291W or YLL067C or YML061C or YKR059W or YDR545W or YGR271W or YJL138C or YDL031W or YNL209W or YEL077C or YPL029W or YOR396W or YML133C or YMR190C or YDL084W or YNR038W or YHR065C or YNL112W or YKL017C or YNL339C or YDR194C or YMR128W,,False
